"𒕽";"5(ŠAR₂@c)";"x1257D";"5(ŠAR2@c)";"@@@";"5(ŠAR₂@c)";"5(ŠAR₂)"
"𒕾";"6(ŠAR₂@c)";"x1257E";"6(ŠAR2@c)";"@@@";"6(ŠAR₂@c)";"6(ŠAR₂)"
"𒕿";"7(ŠAR₂@c)";"x1257F";"7(ŠAR2@c)";"@@@";"7(ŠAR₂@c)";"7(ŠAR₂)"
"𒖀";"8(ŠAR₂@c)";"x12580";"8(ŠAR2@c)";"@@@";"8(ŠAR₂@c)";"8(ŠAR₂)"
"𒖁";"9(ŠAR₂@c)";"x12581";"9(ŠAR2@c)";"@@@";"9(ŠAR₂@c)";"9(ŠAR₂)"
"𒖂";"1(ŠARU@c)";"x12582";"1(ŠARU@c)";"@@@";"1(ŠARU@c)";"1(ŠARU)"
"𒖃";"2(ŠARU@c)";"x12583";"2(ŠARU@c)";"@@@";"2(ŠARU@c)";"2(ŠARU)"
"𒖄";"3(ŠARU@c)";"x12584";"3(ŠARU@c)";"@@@";"3(ŠARU@c)";"3(ŠARU)"
"𒖅";"4(ŠARU@c)";"x12585";"4(ŠARU@c)";"@@@";"4(ŠARU@c)";"4(ŠARU)"
"𒖆";"5(ŠARU@c)";"x12586";"5(ŠARU@c)";"@@@";"5(ŠARU@c)";"5(ŠARU)"
"𒖇";"F₃@c";"x12587";"F3@c";"@@@";"F₃@c";"F₃"
"𒖈";"F₃@c@v";"x12588";"F3@c@v";"@@@";"F₃@c@v";"F₃"
"𒖉";"F₄@c";"x12589";"F4@c";"@@@";"F₄@c";"F₄"
"𒖊";"F₄@c@v";"x1258A";"F4@c@v";"@@@";"F₄@c@v";"F₄"
"𒖋";"F₈";"x1258B";"F8";"@@@";"F₈";"F₈"
"𒖌";"1(EŠE₃@c)";"x1258C";"1(EŠE3@c)";"@@@";"1(EŠE₃@c)";"1(EŠE₃)"
"𒖍";"2(EŠE₃@c)";"x1258D";"2(EŠE3@c)";"@@@";"2(EŠE₃@c)";"2(EŠE₃)"
"𒖎";"1(BURU@c)";"x1258E";"1(BURU@c)";"@@@";"1(BURU@c)";"1(BURU)"
"𒖏";"2(BURU@c)";"x1258F";"2(BURU@c)";"@@@";"2(BURU@c)";"2(BURU)"
"𒖐";"3(BURU@c)";"x12590";"3(BURU@c)";"@@@";"3(BURU@c)";"3(BURU)"
"𒖑";"4(BURU@c)";"x12591";"4(BURU@c)";"@@@";"4(BURU@c)";"4(BURU)"
"𒖒";"5(BURU@c)";"x12592";"5(BURU@c)";"@@@";"5(BURU@c)";"5(BURU)"
"𒖓";"1(BAN₂@c)";"x12593";"1(BAN2@c)";"@@@";"1(BAN₂@c)";"1(BAN₂)"
"𒖔";"2(BAN₂@c)";"x12594";"2(BAN2@c)";"@@@";"2(BAN₂@c)";"2(BAN₂)"
"𒖕";"3(BAN₂@c)";"x12595";"3(BAN2@c)";"@@@";"3(BAN₂@c)";"3(BAN₂)"
"𒖖";"4(BAN₂@c)";"x12596";"4(BAN2@c)";"@@@";"4(BAN₂@c)";"4(BAN₂)"
"𒖗";"5(BAN₂@c)";"x12597";"5(BAN2@c)";"@@@";"5(BAN₂@c)";"5(BAN₂)"
"𒖘";"|NINDA₂×(ŠE.AŠ@c)|";"x12598";"|NINDA2×(ŠE.AŠ@c)|";"@@@";"|NINDA₂×(ŠE.AŠ@c)|";"|NINDA₂×(ŠE.AŠ)|"
"𒖙";"|NINDA₂×(ŠE.AŠ@c.AŠ@c)|";"x12599";"|NINDA2×(ŠE.AŠ@c.AŠ@c)|";"@@@";"|NINDA₂×(ŠE.AŠ@c.AŠ@c)|";"|NINDA₂×(ŠE.AŠ.AŠ)|"
"𒖚";"GEŠMIN@c";"x1259A";"GEŠMIN@c";"@@@";"GEŠMIN@c";"GEŠMIN"
"𒖛";"2(GEŠMIN@c)";"x1259B";"2(GEŠMIN@c)";"@@@";"2(GEŠMIN@c)";"2(GEŠMIN)"
"𒖜";"3(GEŠMIN@c)";"x1259C";"3(GEŠMIN@c)";"@@@";"3(GEŠMIN@c)";"3(GEŠMIN)"
"𒖝";"4(GEŠMIN@c)";"x1259D";"4(GEŠMIN@c)";"@@@";"4(GEŠMIN@c)";"4(GEŠMIN)"
"𒖞";"5(GEŠMIN@c)";"x1259E";"5(GEŠMIN@c)";"@@@";"5(GEŠMIN@c)";"5(GEŠMIN)"
"𒖟";"6(GEŠMIN@c)";"x1259F";"6(GEŠMIN@c)";"@@@";"6(GEŠMIN@c)";"6(GEŠMIN)"
"𒖠";"7(GEŠMIN@c)";"x125A0";"7(GEŠMIN@c)";"@@@";"7(GEŠMIN@c)";"7(GEŠMIN)"
"𒖡";"8(GEŠMIN@c)";"x125A1";"8(GEŠMIN@c)";"@@@";"8(GEŠMIN@c)";"8(GEŠMIN)"
"𒖢";"9(GEŠMIN@c)";"x125A2";"9(GEŠMIN@c)";"@@@";"9(GEŠMIN@c)";"9(GEŠMIN)"
"𒖣";"GEŠMINU@c";"x125A3";"GEŠMINU@c";"@@@";"GEŠMINU@c";"GEŠMINU"
"𒖤";"2(GEŠMINU@c)";"x125A4";"2(GEŠMINU@c)";"@@@";"2(GEŠMINU@c)";"2(GEŠMINU)"
"𒖥";"3(GEŠMINU@c)";"x125A5";"3(GEŠMINU@c)";"@@@";"3(GEŠMINU@c)";"3(GEŠMINU)"
"𒖦";"4(GEŠMINU@c)";"x125A6";"4(GEŠMINU@c)";"@@@";"4(GEŠMINU@c)";"4(GEŠMINU)"
"𒖧";"5(GEŠMINU@c)";"x125A7";"5(GEŠMINU@c)";"@@@";"5(GEŠMINU@c)";"5(GEŠMINU)"
"𒖨";"1(N56)";"x125A8";"1(N56)";"@@@";"1(N56)";"1(N56)"
"𒖩";"2(N56)";"x125A9";"2(N56)";"@@@";"2(N56)";"2(N56)"
"𒖪";"1(N24)";"x125AA";"1(N24)";"@@@";"1(N24)";"1(N24)"
"𒖫";"1(N26)";"x125AB";"1(N26)";"@@@";"1(N26)";"1(N26)"
"𒖬";"1(N28)";"x125AC";"1(N28)";"@@@";"1(N28)";"1(N28)"
"𒖭";"1(N29A)";"x125AD";"1(N29A)";"@@@";"1(N29A)";"1(N29A)"
"𒖮";"1(N29B)";"x125AE";"1(N29B)";"@@@";"1(N29B)";"1(N29B)"
"𒖯";"1(N30A)";"x125AF";"1(N30A)";"@@@";"1(N30A)";"1(N30A)"
"𒖰";"1(N30C)";"x125B0";"1(N30C)";"@@@";"1(N30C)";"1(N30C)"
"𒖱";"1(N30D)";"x125B1";"1(N30D)";"@@@";"1(N30D)";"1(N30D)"
"𒖲";"1(N30E)";"x125B2";"1(N30E)";"@@@";"1(N30E)";"1(N30E)"
"𒖳";"1(N31)";"x125B3";"1(N31)";"@@@";"1(N31)";"1(N31)"
"𒖴";"1(N32)";"x125B4";"1(N32)";"@@@";"1(N32)";"1(N32)"
"𒖵";"1(N33)";"x125B5";"1(N33)";"@@@";"1(N33)";"1(N33)"
"𒖶";"1(N39A)";"x125B6";"1(N39A)";"@@@";"1(N39A)";"1(N39A)"
"𒖷";"2(N39A)";"x125B7";"2(N39A)";"@@@";"2(N39A)";"2(N39A)"
"𒖸";"3(N39A)";"x125B8";"3(N39A)";"@@@";"3(N39A)";"3(N39A)"
"𒖹";"4(N39A)";"x125B9";"4(N39A)";"@@@";"4(N39A)";"4(N39A)"
"𒖺";"1(N39B)";"x125BA";"1(N39B)";"@@@";"1(N39B)";"1(N39B)"
"𒖻";"2(N39B)";"x125BB";"2(N39B)";"@@@";"2(N39B)";"2(N39B)"
"𒖼";"3(N39B)";"x125BC";"3(N39B)";"@@@";"3(N39B)";"3(N39B)"
"𒖽";"4(N39B)";"x125BD";"4(N39B)";"@@@";"4(N39B)";"4(N39B)"
"𒖾";"1(N02)";"x125BE";"1(N02)";"@@@";"1(N02)";"1(N02)"
"𒖿";"2(N02)";"x125BF";"2(N02)";"@@@";"2(N02)";"2(N02)"
"𒗀";"3(N02)";"x125C0";"3(N02)";"@@@";"3(N02)";"3(N02)"
"𒗁";"4(N02)";"x125C1";"4(N02)";"@@@";"4(N02)";"4(N02)"
"𒗂";"5(N02)";"x125C2";"5(N02)";"@@@";"5(N02)";"5(N02)"
"𒗃";"6(N02)";"x125C3";"6(N02)";"@@@";"6(N02)";"6(N02)"
"𒗄";"7(N02)";"x125C4";"7(N02)";"@@@";"7(N02)";"7(N02)"
"𒗅";"8(N02)";"x125C5";"8(N02)";"@@@";"8(N02)";"8(N02)"
"𒗆";"9(N02)";"x125C6";"9(N02)";"@@@";"9(N02)";"9(N02)"
"𒗇";"1(N15)";"x125C7";"1(N15)";"@@@";"1(N15)";"1(N15)"
"𒗈";"2(N15)";"x125C8";"2(N15)";"@@@";"2(N15)";"2(N15)"
"𒗉";"3(N15)";"x125C9";"3(N15)";"@@@";"3(N15)";"3(N15)"
"𒗊";"4(N15)";"x125CA";"4(N15)";"@@@";"4(N15)";"4(N15)"
"𒗋";"5(N15)";"x125CB";"5(N15)";"@@@";"5(N15)";"5(N15)"
"𒗌";"1(N35)";"x125CC";"1(N35)";"@@@";"1(N35)";"1(N35)"
"𒗍";"2(N35)";"x125CD";"2(N35)";"@@@";"2(N35)";"2(N35)"
"𒗎";"3(N35)";"x125CE";"3(N35)";"@@@";"3(N35)";"3(N35)"
"𒗏";"4(N35)";"x125CF";"4(N35)";"@@@";"4(N35)";"4(N35)"
"𒗐";"5(N35)";"x125D0";"5(N35)";"@@@";"5(N35)";"5(N35)"
"𒗑";"1(N06)";"x125D1";"1(N06)";"@@@";"1(N06)";"1(N06)"
"𒗒";"2(N06)";"x125D2";"2(N06)";"@@@";"2(N06)";"2(N06)"
"𒗓";"3(N06)";"x125D3";"3(N06)";"@@@";"3(N06)";"3(N06)"
"𒗔";"4(N06)";"x125D4";"4(N06)";"@@@";"4(N06)";"4(N06)"
"𒗕";"5(N06)";"x125D5";"5(N06)";"@@@";"5(N06)";"5(N06)"
"𒗖";"6(N06)";"x125D6";"6(N06)";"@@@";"6(N06)";"6(N06)"
"𒗗";"7(N06)";"x125D7";"7(N06)";"@@@";"7(N06)";"7(N06)"
"𒗘";"8(N06)";"x125D8";"8(N06)";"@@@";"8(N06)";"8(N06)"
"𒗙";"9(N06)";"x125D9";"9(N06)";"@@@";"9(N06)";"9(N06)"
"𒗚";"1(N21)";"x125DA";"1(N21)";"@@@";"1(N21)";"1(N21)"
"𒗛";"2(N21)";"x125DB";"2(N21)";"@@@";"2(N21)";"2(N21)"
"𒗜";"3(N21)";"x125DC";"3(N21)";"@@@";"3(N21)";"3(N21)"
"𒗝";"4(N21)";"x125DD";"4(N21)";"@@@";"4(N21)";"4(N21)"
"𒗞";"5(N21)";"x125DE";"5(N21)";"@@@";"5(N21)";"5(N21)"
"𒗟";"1(N38)";"x125DF";"1(N38)";"@@@";"1(N38)";"1(N38)"
"𒗠";"1(N52)";"x125E0";"1(N52)";"@@@";"1(N52)";"1(N52)"
"𒗡";"2(N52)";"x125E1";"2(N52)";"@@@";"2(N52)";"2(N52)"
"𒗢";"3(N52)";"x125E2";"3(N52)";"@@@";"3(N52)";"3(N52)"
"𒗣";"4(N52)";"x125E3";"4(N52)";"@@@";"4(N52)";"4(N52)"
"𒗤";"5(N52)";"x125E4";"5(N52)";"@@@";"5(N52)";"5(N52)"
"𒗥";"6(N52)";"x125E5";"6(N52)";"@@@";"6(N52)";"6(N52)"
"𒗦";"7(N52)";"x125E6";"7(N52)";"@@@";"7(N52)";"7(N52)"
"𒗧";"8(N52)";"x125E7";"8(N52)";"@@@";"8(N52)";"8(N52)"
"𒗨";"9(N52)";"x125E8";"9(N52)";"@@@";"9(N52)";"9(N52)"
"𒗩";"1(N60)";"x125E9";"1(N60)";"@@@";"1(N60)";"1(N60)"
"𒗪";"1(N24A)";"x125EA";"1(N24A)";"@@@";"1(N24A)";"1(N24A)"
"𒗫";"1(N40)";"x125EB";"1(N40)";"@@@";"1(N40)";"1(N40)"
"𒗬";"2(N40)";"x125EC";"2(N40)";"@@@";"2(N40)";"2(N40)"
"𒗭";"3(N40)";"x125ED";"3(N40)";"@@@";"3(N40)";"3(N40)"
"𒗮";"4(N40)";"x125EE";"4(N40)";"@@@";"4(N40)";"4(N40)"
"𒗯";"1(N03)";"x125EF";"1(N03)";"@@@";"1(N03)";"1(N03)"
"𒗰";"2(N03)";"x125F0";"2(N03)";"@@@";"2(N03)";"2(N03)"
"𒗱";"3(N03)";"x125F1";"3(N03)";"@@@";"3(N03)";"3(N03)"
"𒗲";"4(N03)";"x125F2";"4(N03)";"@@@";"4(N03)";"4(N03)"
"𒗳";"5(N03)";"x125F3";"5(N03)";"@@@";"5(N03)";"5(N03)"
"𒗴";"1(N18)";"x125F4";"1(N18)";"@@@";"1(N18)";"1(N18)"
"𒗵";"2(N18)";"x125F5";"2(N18)";"@@@";"2(N18)";"2(N18)"
"𒗶";"3(N18)";"x125F6";"3(N18)";"@@@";"3(N18)";"3(N18)"
"𒗷";"4(N18)";"x125F7";"4(N18)";"@@@";"4(N18)";"4(N18)"
"𒗸";"5(N18)";"x125F8";"5(N18)";"@@@";"5(N18)";"5(N18)"
"𒗹";"6(N18)";"x125F9";"6(N18)";"@@@";"6(N18)";"6(N18)"
"𒗺";"7(N18)";"x125FA";"7(N18)";"@@@";"7(N18)";"7(N18)"
"𒗻";"8(N18)";"x125FB";"8(N18)";"@@@";"8(N18)";"8(N18)"
"𒗼";"9(N18)";"x125FC";"9(N18)";"@@@";"9(N18)";"9(N18)"
"𒗽";"1(N45A)";"x125FD";"1(N45A)";"@@@";"1(N45A)";"1(N45A)"
"𒗾";"1(N24B)";"x125FE";"1(N24B)";"@@@";"1(N24B)";"1(N24B)"
"𒗿";"1(N26B)";"x125FF";"1(N26B)";"@@@";"1(N26B)";"1(N26B)"
"𒘀";"1(N28B)";"x12600";"1(N28B)";"@@@";"1(N28B)";"1(N28B)"
"𒘁";"1(N29AB)";"x12601";"1(N29AB)";"@@@";"1(N29AB)";"1(N29AB)"
"𒘂";"1(N41)";"x12602";"1(N41)";"@@@";"1(N41)";"1(N41)"
"𒘃";"2(N41)";"x12603";"2(N41)";"@@@";"2(N41)";"2(N41)"
"𒘄";"3(N41)";"x12604";"3(N41)";"@@@";"3(N41)";"3(N41)"
"𒘅";"4(N41)";"x12605";"4(N41)";"@@@";"4(N41)";"4(N41)"
"𒘆";"1(N04)";"x12606";"1(N04)";"@@@";"1(N04)";"1(N04)"
"𒘇";"2(N04)";"x12607";"2(N04)";"@@@";"2(N04)";"2(N04)"
"𒘈";"3(N04)";"x12608";"3(N04)";"@@@";"3(N04)";"3(N04)"
"𒘉";"4(N04)";"x12609";"4(N04)";"@@@";"4(N04)";"4(N04)"
"𒘊";"5(N04)";"x1260A";"5(N04)";"@@@";"5(N04)";"5(N04)"
"𒘋";"1(N19)";"x1260B";"1(N19)";"@@@";"1(N19)";"1(N19)"
"𒘌";"2(N19)";"x1260C";"2(N19)";"@@@";"2(N19)";"2(N19)"
"𒘍";"3(N19)";"x1260D";"3(N19)";"@@@";"3(N19)";"3(N19)"
"𒘎";"4(N19)";"x1260E";"4(N19)";"@@@";"4(N19)";"4(N19)"
"𒘏";"5(N19)";"x1260F";"5(N19)";"@@@";"5(N19)";"5(N19)"
"𒘐";"6(N19)";"x12610";"6(N19)";"@@@";"6(N19)";"6(N19)"
"𒘑";"7(N19)";"x12611";"7(N19)";"@@@";"7(N19)";"7(N19)"
"𒘒";"8(N19)";"x12612";"8(N19)";"@@@";"8(N19)";"8(N19)"
"𒘓";"9(N19)";"x12613";"9(N19)";"@@@";"9(N19)";"9(N19)"
"𒘔";"1(N46)";"x12614";"1(N46)";"@@@";"1(N46)";"1(N46)"
"𒘕";"2(N46)";"x12615";"2(N46)";"@@@";"2(N46)";"2(N46)"
"𒘖";"1(N36)";"x12616";"1(N36)";"@@@";"1(N36)";"1(N36)"
"𒘗";"2(N36)";"x12617";"2(N36)";"@@@";"2(N36)";"2(N36)"
"𒘘";"3(N36)";"x12618";"3(N36)";"@@@";"3(N36)";"3(N36)"
"𒘙";"4(N36)";"x12619";"4(N36)";"@@@";"4(N36)";"4(N36)"
"𒘚";"5(N36)";"x1261A";"5(N36)";"@@@";"5(N36)";"5(N36)"
"𒘛";"6(N36)";"x1261B";"6(N36)";"@@@";"6(N36)";"6(N36)"
"𒘜";"7(N36)";"x1261C";"7(N36)";"@@@";"7(N36)";"7(N36)"
"𒘝";"8(N36)";"x1261D";"8(N36)";"@@@";"8(N36)";"8(N36)"
"𒘞";"9(N36)";"x1261E";"9(N36)";"@@@";"9(N36)";"9(N36)"
"𒘟";"1(N49)";"x1261F";"1(N49)";"@@@";"1(N49)";"1(N49)"
"𒘠";"2(N49)";"x12620";"2(N49)";"@@@";"2(N49)";"2(N49)"
"𒘡";"3(N49)";"x12621";"3(N49)";"@@@";"3(N49)";"3(N49)"
"𒘢";"4(N49)";"x12622";"4(N49)";"@@@";"4(N49)";"4(N49)"
"𒘣";"1(N25)";"x12623";"1(N25)";"@@@";"1(N25)";"1(N25)"
"𒘤";"1(N27)";"x12624";"1(N27)";"@@@";"1(N27)";"1(N27)"
"𒘥";"1(N28C)";"x12625";"1(N28C)";"@@@";"1(N28C)";"1(N28C)"
"𒘦";"1(N29AC)";"x12626";"1(N29AC)";"@@@";"1(N29AC)";"1(N29AC)"
"𒘧";"1(N30AC)";"x12627";"1(N30AC)";"@@@";"1(N30AC)";"1(N30AC)"
"𒘨";"1(N30CC)";"x12628";"1(N30CC)";"@@@";"1(N30CC)";"1(N30CC)"
"𒘩";"1(N42A)";"x12629";"1(N42A)";"@@@";"1(N42A)";"1(N42A)"
"𒘪";"2(N42A)";"x1262A";"2(N42A)";"@@@";"2(N42A)";"2(N42A)"
"𒘫";"3(N42A)";"x1262B";"3(N42A)";"@@@";"3(N42A)";"3(N42A)"
"𒘬";"4(N42A)";"x1262C";"4(N42A)";"@@@";"4(N42A)";"4(N42A)"
"𒘭";"1(N42B)";"x1262D";"1(N42B)";"@@@";"1(N42B)";"1(N42B)"
"𒘮";"2(N42B)";"x1262E";"2(N42B)";"@@@";"2(N42B)";"2(N42B)"
"𒘯";"3(N42B)";"x1262F";"3(N42B)";"@@@";"3(N42B)";"3(N42B)"
"𒘰";"4(N42B)";"x12630";"4(N42B)";"@@@";"4(N42B)";"4(N42B)"
"𒘱";"1(N05)";"x12631";"1(N05)";"@@@";"1(N05)";"1(N05)"
"𒘲";"2(N05)";"x12632";"2(N05)";"@@@";"2(N05)";"2(N05)"
"𒘳";"3(N05)";"x12633";"3(N05)";"@@@";"3(N05)";"3(N05)"
"𒘴";"4(N05)";"x12634";"4(N05)";"@@@";"4(N05)";"4(N05)"
"𒘵";"5(N05)";"x12635";"5(N05)";"@@@";"5(N05)";"5(N05)"
"𒘶";"1(N20)";"x12636";"1(N20)";"@@@";"1(N20)";"1(N20)"
"𒘷";"2(N20)";"x12637";"2(N20)";"@@@";"2(N20)";"2(N20)"
"𒘸";"3(N20)";"x12638";"3(N20)";"@@@";"3(N20)";"3(N20)"
"𒘹";"4(N20)";"x12639";"4(N20)";"@@@";"4(N20)";"4(N20)"
"𒘺";"5(N20)";"x1263A";"5(N20)";"@@@";"5(N20)";"5(N20)"
"𒘻";"6(N20)";"x1263B";"6(N20)";"@@@";"6(N20)";"6(N20)"
"𒘼";"7(N20)";"x1263C";"7(N20)";"@@@";"7(N20)";"7(N20)"
"𒘽";"8(N20)";"x1263D";"8(N20)";"@@@";"8(N20)";"8(N20)"
"𒘾";"9(N20)";"x1263E";"9(N20)";"@@@";"9(N20)";"9(N20)"
"𒘿";"1(N47)";"x1263F";"1(N47)";"@@@";"1(N47)";"1(N47)"
"𒙀";"2(N47)";"x12640";"2(N47)";"@@@";"2(N47)";"2(N47)"
"𒙁";"1(N37)";"x12641";"1(N37)";"@@@";"1(N37)";"1(N37)"
"𒙂";"2(N37)";"x12642";"2(N37)";"@@@";"2(N37)";"2(N37)"
"𒙃";"1(N09)";"x12643";"1(N09)";"@@@";"1(N09)";"1(N09)"
"𒙄";"1(N11)";"x12644";"1(N11)";"@@@";"1(N11)";"1(N11)"
"𒙅";"1(N12)";"x12645";"1(N12)";"@@@";"1(N12)";"1(N12)"
"𒙆";"1(N07A)";"x12646";"1(N07A)";"@@@";"1(N07A)";"1(N07A)"
"𒙇";"2(N07A)";"x12647";"2(N07A)";"@@@";"2(N07A)";"2(N07A)"
"𒙈";"3(N07A)";"x12648";"3(N07A)";"@@@";"3(N07A)";"3(N07A)"
"𒙉";"1(N07B)";"x12649";"1(N07B)";"@@@";"1(N07B)";"1(N07B)"
"𒙊";"2(N07B)";"x1264A";"2(N07B)";"@@@";"2(N07B)";"2(N07B)"
"𒙋";"3(N07B)";"x1264B";"3(N07B)";"@@@";"3(N07B)";"3(N07B)"
"𒙌";"1(N01@f)";"x1264C";"1(N01@f)";"@@@";"1(N01@f)";"1(N01)"
"𒙍";"2(N01@f)";"x1264D";"2(N01@f)";"@@@";"2(N01@f)";"2(N01)"
"𒙎";"3(N01@f)";"x1264E";"3(N01@f)";"@@@";"3(N01@f)";"3(N01)"
"𒙏";"4(N01@f)";"x1264F";"4(N01@f)";"@@@";"4(N01@f)";"4(N01)"
"𒙐";"5(N01@f)";"x12650";"5(N01@f)";"@@@";"5(N01@f)";"5(N01)"
"𒙑";"6(N01@f)";"x12651";"6(N01@f)";"@@@";"6(N01@f)";"6(N01)"
"𒙒";"7(N01@f)";"x12652";"7(N01@f)";"@@@";"7(N01@f)";"7(N01)"
"𒙓";"8(N01@f)";"x12653";"8(N01@f)";"@@@";"8(N01@f)";"8(N01)"
"𒙔";"9(N01@f)";"x12654";"9(N01@f)";"@@@";"9(N01@f)";"9(N01)"
"𒙕";"1(N08@f)";"x12655";"1(N08@f)";"@@@";"1(N08@f)";"1(N08)"
"𒙖";"1(N14@f)";"x12656";"1(N14@f)";"@@@";"1(N14@f)";"1(N14)"
"𒙗";"2(N14@f)";"x12657";"2(N14@f)";"@@@";"2(N14@f)";"2(N14)"
"𒙘";"3(N14@f)";"x12658";"3(N14@f)";"@@@";"3(N14@f)";"3(N14)"
"𒙙";"4(N14@f)";"x12659";"4(N14@f)";"@@@";"4(N14@f)";"4(N14)"
